,delta_time,row_count
0,2.4113399982452393,1984
1,2.421341896057129,1984
2,2.4844329357147217,1984
3,2.5014588832855225,1984
4,2.530486583709717,1984
5,2.554558038711548,1984
6,2.5927438735961914,1984
7,2.623929738998413,1984
8,2.632974863052368,1984
9,2.670130491256714,1984
10,2.6781253814697266,1984
11,2.688121795654297,1984
12,2.715290069580078,1984
13,2.722285747528076,1984
14,2.7454051971435547,1984
15,2.756479501724243,1984
16,2.7795462608337402,1984
17,2.794546127319336,1984
18,2.841905355453491,1985
19,2.9355435371398926,1984
20,3.2181901931762695,1985
21,3.259474277496338,1985
22,3.2895264625549316,1984
23,3.29752516746521,1985
24,3.4790563583374023,1985
25,3.4790563583374023,1985
26,3.498054027557373,1985
27,3.648212194442749,1985
28,3.6532163619995117,1985
29,3.660217046737671,1985
30,3.951012372970581,1985
31,4.055356979370117,1985
32,4.128650188446045,1985
33,4.200037479400635,1985
34,4.364948272705078,1985
35,4.5828704833984375,1985
36,4.599919080734253,1985
37,4.699291944503784,1985
38,4.81381368637085,1985
39,4.93311071395874,1985
40,5.260207176208496,1985
41,5.29436993598938,1985
42,5.308596611022949,1985
43,5.3678271770477295,1985
44,5.474331855773926,1985
45,5.560617685317993,1985
46,5.643276929855347,1985
47,5.769870042800903,1985
48,5.858313798904419,1985
49,6.010372161865234,1985
50,6.118033170700073,1985
51,6.198270797729492,1985
52,6.276829957962036,1985
53,6.306861400604248,1985
54,6.419305086135864,1985
55,6.6058430671691895,1985
56,6.6853063106536865,1985
57,6.808780908584595,1985
58,6.925260543823242,1985
59,7.0026373863220215,1985
60,7.137100696563721,1985
61,7.253604412078857,1985
62,7.368010997772217,1985
63,7.457502603530884,1985
64,7.591791868209839,1985
65,7.704512119293213,1985
66,7.786680698394775,1985
67,7.86591100692749,1985
68,7.88495135307312,1985
69,8.007248163223267,1985
70,8.206757068634033,1985
71,8.359121084213257,1985
72,8.391242027282715,1985
73,8.545623302459717,1985
74,8.656718969345093,1985
75,8.714027643203735,1985
76,8.870763540267944,1985
77,9.043297290802002,1985
78,9.044293642044067,1985
79,9.173765897750854,1985
80,9.295437097549438,1985
81,9.426188945770264,1985
82,9.528578281402588,1985
83,9.643858194351196,1985
84,9.70920729637146,1985
85,9.816925048828125,1985
86,9.915119886398315,1985
87,10.157294988632202,1985
88,10.233644962310791,1985
89,10.241669654846191,1985
90,10.568605184555054,1985
91,10.610698699951172,1985
92,10.65077257156372,1985
93,10.729440689086914,1985
94,10.89000916481018,1985
95,10.969480752944946,1985
96,11.08150577545166,1985
97,11.209623098373413,1985
98,11.316231966018677,1985
99,11.498299360275269,1985
