,delta_time,row_count
0,2.2977805137634277,1985
1,2.439166784286499,1985
2,2.449164867401123,1985
3,2.450164794921875,1985
4,2.46016526222229,1985
5,2.545278549194336,1985
6,2.549293041229248,1985
7,2.5532944202423096,1985
8,2.582341194152832,1985
9,2.5993893146514893,1985
10,2.600390672683716,1985
11,2.6214406490325928,1985
12,2.6314399242401123,1986
13,2.638500690460205,1985
14,2.7016937732696533,1985
15,2.7341222763061523,1986
16,2.7401156425476074,1986
17,2.8133628368377686,1986
18,3.0340919494628906,1986
19,3.0370919704437256,1986
20,3.0420916080474854,1986
21,3.1365725994110107,1986
22,3.3987417221069336,1986
23,3.4167685508728027,1986
24,3.548211097717285,1986
25,3.554210901260376,1986
26,3.639594078063965,1986
27,3.6960198879241943,1986
28,3.833430290222168,1986
29,3.833430290222168,1986
30,3.920473337173462,1986
31,3.9425151348114014,1986
32,4.2445597648620605,1986
33,4.441219091415405,1986
34,4.472398042678833,1986
35,4.589672803878784,1986
36,4.593669891357422,1985
37,4.692864656448364,1986
38,4.8044273853302,1986
39,4.848772287368774,1986
40,4.874890565872192,1986
41,5.056713819503784,1986
42,5.136102676391602,1986
43,5.382053375244141,1986
44,5.447193384170532,1986
45,5.5668861865997314,1986
46,5.63730788230896,1986
47,5.8494744300842285,1986
48,5.946826219558716,1986
49,6.0884058475494385,1986
50,6.131622552871704,1986
51,6.225018262863159,1986
52,6.2391839027404785,1986
53,6.479509592056274,1986
54,6.535918474197388,1986
55,6.594419002532959,1986
56,6.782550096511841,1986
57,6.874782085418701,1986
58,6.928776264190674,1986
59,6.950777530670166,1986
60,7.071380853652954,1986
61,7.242051362991333,1986
62,7.3454673290252686,1986
63,7.477133274078369,1986
64,7.603497266769409,1986
65,7.647747278213501,1986
66,7.846681594848633,1986
67,8.019206523895264,1986
68,8.074365377426147,1986
69,8.194968700408936,1986
70,8.26246166229248,1986
71,8.30162262916565,1986
72,8.591225624084473,1986
73,8.602275133132935,1986
74,8.675533294677734,1986
75,8.731750726699829,1986
76,8.817064046859741,1986
77,9.616509437561035,1986
78,10.016417264938354,1986
79,10.466527938842773,1986
80,10.688576221466064,1986
81,13.75180435180664,1986
82,13.81606388092041,1986
83,13.849138021469116,1986
84,13.85214352607727,1986
85,13.940765142440796,1986
86,13.942765474319458,1986
87,13.968841075897217,1986
88,13.972840070724487,1986
89,14.062275171279907,1986
90,14.18272614479065,1986
91,14.276164770126343,1986
92,14.282160997390747,1986
93,14.303199768066406,1986
94,14.34827995300293,1986
95,14.382277965545654,1986
96,14.517576217651367,1986
97,14.571925640106201,1986
98,14.794877767562866,1986
99,15.702370405197144,1986
