,delta_time,row_count
0,2.362612724304199,2000
1,2.4476311206817627,2000
2,2.4569413661956787,2000
3,2.4609615802764893,2000
4,2.468628168106079,2000
5,2.5106260776519775,2000
6,2.5396382808685303,2000
7,2.6264965534210205,2000
8,2.635944366455078,2000
9,2.700608015060425,2000
10,2.7306196689605713,2000
11,2.733618974685669,2000
12,2.734619379043579,2000
13,2.7540335655212402,2000
14,2.7809629440307617,2000
15,2.8108763694763184,2000
16,2.8446292877197266,2000
17,2.8515775203704834,2000
18,2.8932700157165527,2000
19,3.0852293968200684,2000
20,3.131484031677246,2000
21,3.1966357231140137,2000
22,3.1966357231140137,2000
23,3.2016310691833496,2000
24,3.3742799758911133,2000
25,3.4264090061187744,2000
26,3.6105799674987793,2000
27,3.6165761947631836,2000
28,3.7704670429229736,2000
29,3.9276673793792725,2000
30,4.098582983016968,2000
31,4.15249228477478,2000
32,4.172499895095825,2000
33,4.294228553771973,2000
34,4.388732194900513,2000
35,4.521392107009888,2000
36,4.580684185028076,2000
37,4.662626504898071,2000
38,4.820496320724487,2000
39,4.87834620475769,2000
40,5.085363388061523,2000
41,5.196379899978638,2001
42,5.242677688598633,2001
43,5.29823112487793,2001
44,5.346629858016968,2001
45,5.623497486114502,2001
46,5.6244964599609375,2001
47,5.749283075332642,2001
48,5.908635139465332,2001
49,5.984625339508057,2001
50,6.019625902175903,2001
51,6.1488893032073975,2001
52,6.230777263641357,2001
53,6.264787435531616,2001
54,6.5223774909973145,2001
55,6.623276233673096,2001
56,6.696642875671387,2001
57,6.745990037918091,2001
58,6.798487663269043,2001
59,6.920892000198364,2001
60,7.166501760482788,2001
61,7.243599891662598,2001
62,7.368361473083496,2001
63,7.469366788864136,2001
64,7.563636779785156,2001
65,7.679040908813477,2001
66,7.829239368438721,2001
67,7.83323860168457,2001
68,7.866282224655151,2001
69,8.092984437942505,2001
70,8.186123132705688,2001
71,8.189122200012207,2001
72,8.281362056732178,2001
73,8.570850372314453,2001
74,8.578860998153687,2001
75,8.603061437606812,2001
76,8.71691107749939,2001
77,8.910348176956177,2001
78,8.978728532791138,2001
79,9.090627431869507,2001
80,9.175397872924805,2001
81,9.304777145385742,2001
82,9.464647769927979,2001
83,9.565629005432129,2001
84,9.671623706817627,2001
85,9.828489303588867,2001
86,9.836487054824829,2001
87,9.943508863449097,2001
88,10.02334976196289,2001
89,10.0875883102417,2001
90,10.210957765579224,2001
91,10.36861252784729,2001
92,10.617646932601929,2001
93,10.676641941070557,2001
94,10.764639854431152,2001
95,10.856606483459473,2001
96,10.931319952011108,2001
97,11.072004795074463,2001
98,11.188920259475708,2001
99,11.300215482711792,2001
