,delta_time,row_count
0,2.3800747394561768,1981
1,2.475219249725342,1981
2,2.5022637844085693,1981
3,2.5042641162872314,1981
4,2.510291576385498,1981
5,2.510291576385498,1981
6,2.5744261741638184,1981
7,2.5754234790802,1981
8,2.5865530967712402,1981
9,2.5905537605285645,1981
10,2.5965919494628906,1981
11,2.597594976425171,1981
12,2.6166231632232666,1981
13,2.6346240043640137,1981
14,2.6787071228027344,1981
15,2.762974500656128,1981
16,2.762974500656128,1981
17,2.8129749298095703,1981
18,2.8279738426208496,1981
19,2.9623100757598877,1981
20,2.967316150665283,1981
21,3.2282378673553467,1981
22,3.326693534851074,1981
23,3.3598594665527344,1981
24,3.4363577365875244,1981
25,3.4603583812713623,1981
26,3.5678510665893555,1981
27,3.6799964904785156,1981
28,3.737290143966675,1981
29,3.8669612407684326,1981
30,4.012491941452026,1981
31,4.095952272415161,1982
32,4.200353622436523,1982
33,4.300761938095093,1982
34,4.441273212432861,1982
35,4.6160314083099365,1982
36,4.66413950920105,1982
37,4.742367506027222,1982
38,4.93606972694397,1982
39,4.981091260910034,1982
40,5.08942723274231,1982
41,5.2178709506988525,1982
42,5.328287601470947,1982
43,5.3482794761657715,1982
44,5.479557037353516,1982
45,5.684525489807129,1982
46,5.684525489807129,1982
47,5.746878385543823,1982
48,5.867393255233765,1982
49,5.97557520866394,1982
50,6.095111846923828,1982
51,6.226737022399902,1982
52,6.312082529067993,1982
53,6.481027841567993,1982
54,6.5534443855285645,1982
55,6.66188907623291,1982
56,6.802268743515015,1982
57,6.848569869995117,1982
58,7.065150260925293,1982
59,7.084319114685059,1982
60,7.234796762466431,1982
61,7.2447991371154785,1982
62,7.385666370391846,1982
63,7.594293594360352,1982
64,7.674378871917725,1982
65,7.798059463500977,1982
66,7.833114862442017,1982
67,7.966478109359741,1982
68,8.135724067687988,1982
69,8.258370637893677,1982
70,8.37886667251587,1982
71,8.4259192943573,1982
72,8.512295484542847,1982
73,8.54448938369751,1982
74,8.681169509887695,1982
75,8.682171821594238,1982
76,8.794824361801147,1982
77,8.941483736038208,1982
78,9.063039779663086,1982
79,9.192652463912964,1982
80,9.272080183029175,1982
81,9.376344919204712,1982
82,9.497995853424072,1982
83,9.643430471420288,1982
84,9.706672430038452,1982
85,9.821301221847534,1982
86,9.859783411026001,1982
87,9.881779670715332,1982
88,10.002362728118896,1982
89,10.1243896484375,1982
90,10.368743419647217,1982
91,10.485257863998413,1982
92,10.625200033187866,1982
93,10.680445671081543,1982
94,10.796229124069214,1982
95,10.92412257194519,1982
96,11.033360719680786,1982
97,11.111395835876465,1982
98,11.196861028671265,1982
99,11.311347723007202,1982
