,delta_time,row_count
0,2.3322949409484863,1998
1,2.447890043258667,1998
2,2.473912000656128,1998
3,2.489912271499634,1998
4,2.597243547439575,1998
5,2.6108903884887695,1998
6,2.6148908138275146,1998
7,2.6198902130126953,1998
8,2.620891809463501,1998
9,2.622889757156372,1998
10,2.6308887004852295,1998
11,2.6358940601348877,1998
12,2.6508889198303223,1998
13,2.651887893676758,1998
14,2.691032648086548,1998
15,2.853227138519287,1998
16,2.8771519660949707,1998
17,2.903160810470581,1998
18,2.9576845169067383,1998
19,3.0174200534820557,1998
20,3.1530630588531494,1998
21,3.249894857406616,1998
22,3.249894857406616,1998
23,3.2809431552886963,1998
24,3.340989112854004,1998
25,3.4062883853912354,1998
26,3.570377826690674,1998
27,3.7028768062591553,1998
28,3.8652877807617188,1998
29,3.9208409786224365,1998
30,3.9578628540039062,1998
31,4.038808107376099,1998
32,4.160456657409668,1998
33,4.361159086227417,1998
34,4.398852109909058,1998
35,4.466270685195923,1998
36,4.796289920806885,1998
37,4.898414373397827,1998
38,4.905426025390625,1998
39,4.986277341842651,1998
40,5.081294059753418,1998
41,5.195886611938477,1998
42,5.281212329864502,1998
43,5.470726490020752,1999
44,5.53605318069458,1999
45,5.58507513999939,1999
46,5.7178733348846436,1999
47,5.848349571228027,1999
48,5.889345645904541,1999
49,6.070276260375977,1999
50,6.111273765563965,1999
51,6.283169269561768,1999
52,6.365028381347656,1999
53,6.405277967453003,1999
54,6.517162561416626,1999
55,6.572899580001831,1999
56,6.678345203399658,1999
57,6.785080432891846,1999
58,6.921166896820068,1999
59,7.01340651512146,1999
60,7.1471827030181885,1999
61,7.323025941848755,1999
62,7.415022611618042,1999
63,7.444022178649902,1999
64,7.633319139480591,1999
65,7.714574575424194,1999
66,7.825573682785034,1999
67,7.889042854309082,1999
68,7.9289960861206055,1999
69,7.988281488418579,1999
70,8.104159116744995,1999
71,8.175261497497559,1999
72,8.403302431106567,1999
73,8.555948257446289,1999
74,8.695222854614258,1999
75,8.70122218132019,1999
76,8.800300359725952,1999
77,8.952029466629028,1999
78,9.08423638343811,1999
79,9.179411172866821,1999
80,9.37508487701416,1999
81,9.428257703781128,1999
82,9.465951442718506,1999
83,9.470950365066528,1999
84,9.622917890548706,1999
85,9.76317286491394,1999
86,9.918277263641357,1999
87,9.942911386489868,1999
88,10.016255855560303,1999
89,10.168059587478638,1999
90,10.209152936935425,1999
91,10.44198489189148,1999
92,10.597327709197998,1999
93,10.599324464797974,1999
94,10.723154306411743,1999
95,10.739169359207153,1999
96,10.937900304794312,1999
97,11.073030471801758,1999
98,11.202379703521729,1999
99,11.298135995864868,1999
